Date,Time,Open,High,Low,Close,Volume
2018.02.25,04:00,9697.45,9697.49,9697.45,9697.49,3
2018.02.25,4:01,9695.5,9695.5,9673.09,9680.49,9
2018.02.25,4:02,9678.31,9687.49,9678.31,9687.49,5
2018.02.25,4:03,9679.07,9697.48,9678.56,9697.48,11
2018.02.25,4:04,9693.65,9697.47,9690.39,9696.49,9
2018.02.25,4:05,9697.49,9697.49,9697.49,9697.49,1
2018.02.25,4:06,9698.49,9702.49,9698.49,9702.49,3
2018.02.25,04:07,9698.49,9702.49,9698.49,9702.49,3
2018.02.25,4:08,9696.54,9696.54,9670.49,9670.49,8
2018.02.25,4:09,9662.5,9675.71,9662.5,9675.71,9
2018.02.25,4:10,9673.08,9675.71,9673.08,9675.71,3
2018.02.25,4:11,9672.95,9675.67,9668.56,9671.76,11
2018.02.25,4:12,9671.76,9672.5,9667.5,9667.5,10
2018.02.25,4:13,9662.5,9662.5,9652.5,9652.5,5
2018.02.25,4:14,9651.89,9651.89,9637.81,9641.32,11
2018.02.25,4:15,9637.58,9653.5,9637.58,9653.5,6
2018.02.25,04:16,9637.58,9653.5,9637.58,9653.5,6
2018.02.25,4:17,9662.5,9673.97,9662.5,9673.97,12
2018.02.25,4:18,9674.22,9674.93,9674.22,9674.5,6
2018.02.25,4:19,9674.93,9674.93,9674.93,9674.93,1
2018.02.25,4:20,9674.94,9674.94,9674.94,9674.94,1
2018.02.25,4:21,9681.76,9685.49,9681.76,9685.49,4
2018.02.25,04:22,9681.76,9685.49,9681.76,9685.49,4
2018.02.25,4:23,9672.84,9672.84,9667.5,9667.5,3
2018.02.25,4:24,9658.53,9658.53,9645.57,9645.57,2
2018.02.25,4:25,9651.45,9667.49,9651.45,9667.49,7
2018.02.25,4:26,9661.23,9675.86,9658.11,9675.86,8
2018.02.25,4:27,9670.73,9670.73,9657.64,9666.23,13
2018.02.25,4:28,9663.56,9668.26,9662.5,9662.5,5
2018.02.25,4:29,9657.5,9657.5,9657.5,9657.5,1
2018.02.25,4:30,9662.46,9662.46,9657.5,9657.5,2
2018.02.25,4:31,9657.49,9657.49,9657.49,9657.49,1
2018.02.25,4:32,9649.89,9657.5,9649.51,9654.73,14
2018.02.25,4:33,9657.42,9677.5,9657.42,9670.28,10
2018.02.25,04:34,9657.42,9677.5,9657.42,9670.28,10
2018.02.25,4:35,9663.57,9663.57,9652.54,9662.61,13
2018.02.25,4:36,9657.55,9660.12,9657.51,9659.13,13
2018.02.25,4:37,9657.5,9659.13,9657.5,9657.5,3
2018.02.25,4:38,9652.49,9652.49,9637.5,9637.5,7
2018.02.25,4:39,9634.51,9634.51,9615.92,9628.34,9
2018.02.25,4:40,9632.01,9632.01,9614.51,9614.51,2
2018.02.25,4:41,9614.5,9621.08,9614.5,9614.51,10
2018.02.25,4:42,9617.49,9622.11,9617.49,9622.11,3
2018.02.25,4:43,9623.49,9623.49,9623.49,9623.49,1
2018.02.25,4:44,9617.5,9619.59,9615.46,9618.63,6
2018.02.25,04:45,9617.5,9619.59,9615.46,9618.63,6
2018.02.25,04:46,9617.5,9619.59,9615.46,9618.63,6
2018.02.25,04:47,9617.5,9619.59,9615.46,9618.63,6
2018.02.25,04:48,9617.5,9619.59,9615.46,9618.63,6
2018.02.25,04:49,9617.5,9619.59,9615.46,9618.63,6
