Date,Time,Amount,Price,<Unknown>
2018.08.07,11:39:34,-0.62293752,7101.9,276687173
2018.08.07,11:39:35,0.002,7102,276687201
2018.08.07,11:39:36,0.005,7102,276687206
2018.08.07,11:39:36,2.142,7102,276687209
2018.08.07,11:39:38,0.0026504,7102,276687228
2018.08.07,11:39:47,-0.1,7102.2,276687272
2018.08.07,11:39:47,-0.1,7102.2,276687287
2018.08.07,11:39:47,-0.03,7102.2,276687289
2018.08.07,11:39:53,0.03538241,7102.3,276687334
2018.08.07,11:39:53,0.15,7102.3,276687337
2018.08.07,11:40:01,0.05650849,7102.3,276687399
2018.08.07,11:40:02,0.04941068,7102.3,276687407
2018.08.07,11:40:02,-0.00238732,7102.2,276687409
2018.08.07,11:40:02,0.0147805,7102.3,276687411
2018.08.07,11:40:03,-0.0488211,7102.2,276687414
2018.08.07,11:40:07,0.03394567,7102.2598978,276687433
2018.08.07,11:40:15,-0.002,7102.2,276687467
2018.08.07,11:40:17,1e-05,7102.3,276687475
2018.08.07,11:40:21,0.02,7102.3,276687490
2018.08.07,11:40:22,-0.005,7102.2,276687491
2018.08.07,11:40:27,-0.0534,7102.2,276687511
2018.08.07,11:40:27,-0.065438,7102.2,276687517
2018.08.07,11:40:54,0.14534185,7102.6,276687603
2018.08.07,11:40:54,0.15,7102.69014319,276687605
2018.08.07,11:40:54,0.15,7102.6969893,276687607
2018.08.07,11:40:54,0.49998763,7102.7,276687608
2018.08.07,11:40:54,0.05467052,7104,276687609
2018.08.07,11:41:07,0.002923,7103.1,276687648
2018.08.07,11:41:14,-0.08,7102.6,276687666
2018.08.07,11:41:49,0.00461323,7101.4,276687768
2018.08.07,11:41:56,-0.07019493,7100.1,276687835
2018.08.07,11:41:57,-0.022,7100,276687837
2018.08.07,11:41:57,-0.0261139,7100,276687838
2018.08.07,11:42:25,-0.1,7099.5,276687914
2018.08.07,11:42:37,-0.2,7099.5,276687918
2018.08.07,11:42:47,-0.0754,7099.6,276687952
2018.08.07,11:43:07,0.01851651,7101.4,276688094
2018.08.07,11:43:08,0.07040777,7101.4,276688104
2018.08.07,11:43:09,0.07040777,7101.4,276688109
2018.08.07,11:43:13,0.03382015,7101.33252822,276688127
2018.08.07,11:43:15,0.0026,7101.33252822,276688133
2018.08.07,11:43:16,0.0051906,7101.4,276688139
2018.08.07,11:43:17,-0.1,7101.4,276688141
2018.08.07,11:43:18,0.02502626,7102.1,276688155
2018.08.07,11:43:18,0.004,7102.6,276688157
2018.08.07,11:43:18,0.11037474,7102.7,276688159
2018.08.07,11:43:21,0.005,7102.7,276688165
2018.08.07,11:43:28,-4.5e-07,7102.6,276688174
2018.08.07,11:43:29,0.00268,7102.7,276688177
2018.08.07,11:43:29,0.13308892,7102.7,276688178
2018.08.07,11:43:45,0.01576084,7103.8,276688226
2018.08.07,11:43:49,0.0456,7103.8,276688233
2018.08.07,11:43:50,0.21261469,7103.8,276688235
2018.08.07,11:43:50,0.22533697,7103.8,276688237
2018.08.07,11:43:50,0.27466303,7103.8,276688238
2018.08.07,11:43:59,0.03005256,7103.76687336,276688282
2018.08.07,11:43:59,0.02978136,7103.76687336,276688284
2018.08.07,11:43:59,0.26948322,7103.8,276688285
2018.08.07,11:43:59,4.73051678,7103.8,276688286
2018.08.07,11:43:59,2.5,7103.8,276688287
2018.08.07,11:43:59,0.29811724,7103.8,276688288
2018.08.07,11:43:59,0.4,7103.8,276688289
2018.08.07,11:43:59,0.29602058,7103.8,276688290
2018.08.07,11:43:59,0.29247364,7103.8,276688291
2018.08.07,11:43:59,0.9397,7103.8,276688292
2018.08.07,11:43:59,2.79668814,7103.9,276688293
2018.08.07,11:43:59,1.94532948,7104,276688294
2018.08.07,11:43:59,0.08,7104,276688295
2018.08.07,11:43:59,3.99,7104.2,276688296
2018.08.07,11:43:59,0.52,7104.2,276688297
2018.08.07,11:43:59,0.4,7104.2,276688298
2018.08.07,11:43:59,0.23,7104.8,276688299
2018.08.07,11:43:59,1.41,7104.81016413,276688302
2018.08.07,11:43:59,0.4,7105,276688303
2018.08.07,11:43:59,0.1,7105.1,276688304
2018.08.07,11:43:59,1.05564214,7105.1,276688305
2018.08.07,11:43:59,0.2122689,7105.1,276688306
2018.08.07,11:44:17,-0.11557,7103.8,276688348
2018.08.07,11:44:17,-0.14183697,7103.8,276688349
2018.08.07,11:44:17,-0.24259303,7103.7,276688350
2018.08.07,11:44:23,-0.06,7103.6,276688356
2018.08.07,11:44:23,0.12870585,7103.65095216,276688358
2018.08.07,11:44:24,0.03391504,7104.6,276688361
2018.08.07,11:44:28,0.00719159,7105.3,276688365
2018.08.07,11:44:32,0.005,7105.7,276688379
2018.08.07,11:44:44,-0.01491884,7105.5,276688418
2018.08.07,11:44:44,-0.06440733,7105.5,276688419
2018.08.07,11:44:45,-0.11283402,7105.5,276688434
2018.08.07,11:44:52,0.41,7105.4,276688453
2018.08.07,11:44:52,0.88,7105.5,276688454
2018.08.07,11:44:54,0.025,7106,276688460
2018.08.07,11:45:10,-0.005,7105.4,276688479
2018.08.07,11:45:11,-0.07131328,7105.4,276688482
2018.08.07,11:45:12,-0.025,7105.4,276688485
2018.08.07,11:45:51,0.04111915,7105.40612872,276688576
2018.08.07,11:45:51,0.06776381,7105.4782442,276688578
2018.08.07,11:46:03,0.015,7106.4,276688648
2018.08.07,11:46:43,-0.01,7106.4,276688757
2018.08.07,11:46:52,-0.317787,7106.5,276688788
2018.08.07,11:47:01,0.01,7107.12858807,276688813
2018.08.07,11:47:02,0.005,7107.2,276688816
2018.08.07,11:47:03,0.005,7107.2,276688817
2018.08.07,11:47:05,0.02080155,7107.2,276688819
2018.08.07,11:47:14,-0.02,7106.5,276688833
2018.08.07,11:47:14,-0.015555,7106.5,276688834
2018.08.07,11:47:16,1,7106.6,276688843
2018.08.07,11:47:26,-0.00377373,7106.5,276688867
2018.08.07,11:47:44,-0.011425,7106.5,276688900
2018.08.07,11:47:48,-0.03571639,7106.5,276688912
2018.08.07,11:47:51,0.00780067,7106.6,276688917
2018.08.07,11:47:54,0.0044,7106.6,276688921
2018.08.07,11:48:01,0.05636619,7106.6,276688925
2018.08.07,11:48:28,0.131661,7106.6,276688965
2018.08.07,11:48:35,0.005,7106.8,276688982
2018.08.07,11:48:52,-0.02,7106.9,276689013
2018.08.07,11:48:52,-0.3,7106.9,276689014
2018.08.07,11:48:52,-0.18,7106.7,276689015
2018.08.07,11:49:01,0.00700777,7106.9,276689033
2018.08.07,11:49:03,0.15,7106.9,276689035
2018.08.07,11:49:04,0.02247847,7106.9,276689038
2018.08.07,11:49:07,0.07020017,7106.9,276689052
2018.08.07,11:49:07,0.05,7107,276689054
2018.08.07,11:49:07,0.004,7108,276689056
2018.08.07,11:49:07,0.06857883,7108.1,276689058
2018.08.07,11:49:07,0.015,7108.1,276689060
2018.08.07,11:49:29,0.00861124,7108.9,276689121
2018.08.07,11:49:38,-0.06392739,7108.9,276689146
2018.08.07,11:49:38,-0.118725,7108.9,276689155
2018.08.07,11:49:38,-0.04154169,7108.9,276689156
2018.08.07,11:49:39,-0.00234492,7108.9,276689158
2018.08.07,11:49:40,-0.00279016,7108.9,276689161
2018.08.07,11:49:40,-0.00239067,7108.9,276689168
2018.08.07,11:49:41,-0.00361908,7108.9,276689176
2018.08.07,11:49:41,-0.02270286,7108.9,276689180
2018.08.07,11:49:41,-0.036951,7108.9,276689184
2018.08.07,11:49:43,-0.01311541,7108.9,276689190
2018.08.07,11:49:44,0.065,7109,276689193
2018.08.07,11:49:44,-0.0047875,7108.9,276689202
2018.08.07,11:49:51,-0.43237139,7108.9,276689225
2018.08.07,11:49:51,0.42,7109,276689230
2018.08.07,11:49:52,0.75193349,7109,276689235
2018.08.07,11:49:52,0.75191565,7109,276689238
2018.08.07,11:49:54,-0.02,7108.9,276689243
2018.08.07,11:49:54,-0.00724,7108.9,276689244
2018.08.07,11:49:58,-0.01304161,7108.9,276689247
2018.08.07,11:50:10,0.01115086,7109,276689267
2018.08.07,11:50:10,0.08684914,7109,276689268
2018.08.07,11:50:11,-0.06940851,7108.9,276689269
2018.08.07,11:50:47,0.2,7109.33109081,276689354
2018.08.07,11:51:01,0.01892478,7109,276689404
2018.08.07,11:51:02,0.0105489,7109,276689410
2018.08.07,11:51:32,0.005,7109,276689463
2018.08.07,11:51:37,0.53,7109.3,276689469
2018.08.07,11:51:37,0.05933188,7109.33109081,276689471
2018.08.07,11:51:37,0.21066812,7110,276689472
2018.08.07,11:51:37,0.0125,7110,276689473
2018.08.07,11:51:38,0.005,7109.4,276689476
2018.08.07,11:51:45,-0.4458107,7109.2,276689494
2018.08.07,11:51:51,-0.0130138,7109.2,276689512
2018.08.07,11:51:53,-0.13118,7109.2,276689525
2018.08.07,11:51:59,0.02790483,7109.3,276689539
2018.08.07,11:52:08,-0.017629,7109.2,276689547
2018.08.07,11:52:35,-0.004067,7109.2,276689610
2018.08.07,11:52:36,-0.00229395,7109.2,276689613
2018.08.07,11:52:38,-0.09714,7109.2,276689619
2018.08.07,11:52:40,-0.023379,7109.2,276689624
2018.08.07,11:52:42,0.1,7109.3,276689625
2018.08.07,11:52:45,0.00958632,7109.3,276689640
2018.08.07,11:52:49,0.018544,7109.3,276689649
2018.08.07,11:52:56,0.06573466,7109.3,276689677
2018.08.07,11:52:56,-0.0025,7109.2,276689678
2018.08.07,11:53:01,-0.02526507,7109.2,276689692
2018.08.07,11:53:06,-0.23772148,7109.2,276689700
2018.08.07,11:53:06,-0.004,7109.2,276689701
2018.08.07,11:53:06,-0.30602686,7109,276689702
2018.08.07,11:53:11,-0.50708318,7108.9,276689709
2018.08.07,11:53:19,-0.42483853,7108.9,276689742
2018.08.07,11:53:19,-0.037669,7108.9,276689745
2018.08.07,11:53:19,-0.021681,7108.9,276689750
2018.08.07,11:53:20,-0.006753,7108.9,276689755
2018.08.07,11:53:20,-0.016643,7108.9,276689757
2018.08.07,11:53:20,-0.021683,7108.9,276689759
2018.08.07,11:53:32,0.00282,7108.98332722,276689784
2018.08.07,11:53:41,0.015,7108.98332722,276689807
2018.08.07,11:53:47,0.84037266,7108.98332722,276689818
2018.08.07,11:54:02,0.0282437,7109,276689861
2018.08.07,11:54:06,0.00898742,7108.98332722,276689870
2018.08.07,11:54:12,-0.2,7108.9,276689890
2018.08.07,11:54:21,-0.18,7108.9,276689900
2018.08.07,11:54:31,-0.09073247,7108.9,276689921
2018.08.07,11:54:31,-0.147235,7108.9,276689922
2018.08.07,11:54:31,-0.58681153,7108.9,276689923
2018.08.07,11:54:31,-5e-07,7108.9,276689924
2018.08.07,11:54:31,-0.7999995,7108.8,276689925
2018.08.07,11:55:05,-0.01,7108.1,276689985
2018.08.07,11:55:11,0.04867126,7108.2,276690000
2018.08.07,11:55:12,-0.005,7108.1,276690001
2018.08.07,11:55:15,-0.0085848,7108.1,276690031
2018.08.07,11:55:15,-0.00858495,7108.1,276690032
2018.08.07,11:55:17,-0.0085848,7108.1,276690054
2018.08.07,11:55:28,-0.0536331,7108.1,276690087
2018.08.07,11:55:29,-0.05934655,7108.1,276690097
2018.08.07,11:55:29,-0.00596519,7108.1,276690098
2018.08.07,11:55:29,-0.004024,7108.1,276690100
2018.08.07,11:55:29,-0.00596517,7108.1,276690102
2018.08.07,11:55:33,-0.00531372,7108.1,276690117
2018.08.07,11:55:40,-0.48211962,7108.1,276690128
2018.08.07,11:55:44,-0.005,7108.1,276690132
2018.08.07,11:55:53,-0.2378781,7108.1,276690168
2018.08.07,11:55:53,-0.070608,7108.1,276690169
2018.08.07,11:55:53,-0.598,7108.05595765,276690171
2018.08.07,11:55:53,-3.44526671,7108,276690172
2018.08.07,11:55:53,-0.004,7107.9,276690173
2018.08.07,11:55:53,-0.00780051,7106.6445769,276690176
2018.08.07,11:55:53,-0.143605,7106.5,276690177
2018.08.07,11:55:53,-18.90799368,7106,276690178
2018.08.07,11:55:55,0.02848502,7106.0852973,276690194
2018.08.07,11:56:00,-0.1,7106,276690204
2018.08.07,11:56:02,-0.005,7106,276690215
2018.08.07,11:56:10,-0.4,7106,276690236
2018.08.07,11:56:14,-0.00999063,7106,276690242
2018.08.07,11:56:16,-0.01907008,7106,276690256
2018.08.07,11:56:19,-0.03377428,7106,276690267
2018.08.07,11:56:19,-0.00380038,7106,276690269
2018.08.07,11:56:25,-0.52037095,7106,276690280
2018.08.07,11:56:25,-0.00398168,7105.9,276690281
2018.08.07,11:56:25,-0.03,7105,276690282
2018.08.07,11:56:25,-0.24564737,7104.81016413,276690284
2018.08.07,11:56:28,-0.24,7104.81016413,276690291
2018.08.07,11:56:38,-0.35435263,7104.81016413,276690358
2018.08.07,11:56:38,-0.0861696,7103.46613906,276690360
2018.08.07,11:56:38,-0.64564777,7103.4,276690361
2018.08.07,11:56:40,-0.09161518,7103.4,276690368
2018.08.07,11:56:45,-0.07,7103.4,276690382
2018.08.07,11:56:57,-0.13,7103.2,276690410
2018.08.07,11:56:57,0.00540979,7102.2,276690411
2018.08.07,11:56:57,0.01859021,7103,276690412
2018.08.07,11:57:00,-0.025,7101.4,276690414
2018.08.07,11:57:00,-0.2,7101.4,276690415
2018.08.07,11:57:03,2,7100.1,276690419
2018.08.07,11:57:06,-0.005,7100,276690424
2018.08.07,11:57:09,-0.005,7100,276690435
2018.08.07,11:57:25,-0.04292766,7100,276690451
2018.08.07,11:57:25,-0.01757234,7100,276690452
2018.08.07,11:57:35,-0.3,7100,276690466
2018.08.07,11:57:36,-0.23,7100,276690469
2018.08.07,11:57:44,0.1549,7100.1,276690485
2018.08.07,11:57:44,0.1951,7100.1,276690486
2018.08.07,11:57:51,-0.05,7100,276690492
2018.08.07,11:57:51,0.018,7100.1,276690493
2018.08.07,11:57:51,0.00796583,7100.1,276690494
2018.08.07,11:57:52,0.1,7100.3,276690498
2018.08.07,11:58:06,0.015,7100.4,276690567
2018.08.07,11:58:06,-0.005,7100.3643239,276690571
2018.08.07,11:58:09,-0.9036,7101.5,276690583
2018.08.07,11:58:09,-0.095,7101.1,276690584
2018.08.07,11:58:09,-0.2,7100.6,276690585
2018.08.07,11:58:09,-0.63,7100.4,276690586
2018.08.07,11:58:09,-0.00054136,7100.3643239,276690588
2018.08.07,11:58:09,-0.17085864,7100.3,276690589
2018.08.07,11:58:17,-0.00405579,7101.7,276690607
2018.08.07,11:58:21,0.024,7101.79621301,276690628
2018.08.07,11:58:23,0.075,7101.79621301,276690635
2018.08.07,11:58:41,0.02760856,7101.79621301,276690670
2018.08.07,11:59:17,0.0438308,7101.68029181,276690778
2018.08.07,11:59:17,1.9561692,7101.68029181,276690780
2018.08.07,11:59:17,0.17625445,7101.7,276690781
2018.08.07,11:59:17,0.62,7101.7,276690782
2018.08.07,11:59:17,0.05477611,7101.7,276690783
2018.08.07,11:59:24,0.01777,7101.7,276690790
2018.08.07,11:59:39,0.02922823,7101.7,276690807
2018.08.07,11:59:39,0.11114428,7101.7,276690809
2018.08.07,11:59:39,0.0200073,7101.7,276690811
2018.08.07,11:59:57,0.14603087,7101.7,276690824
2018.08.07,12:00:02,0.01735186,7101.7,276690842
2018.08.07,12:00:03,-0.05,7101.6,276690844
2018.08.07,12:00:04,-0.11255082,7101.6,276690847
2018.08.07,12:00:04,-0.00222659,7101.6,276690848
2018.08.07,12:00:05,-0.00222659,7101.6,276690850
2018.08.07,12:00:06,-0.00222659,7101.6,276690862
2018.08.07,12:00:20,0.01,7101.7,276690906
2018.08.07,12:00:38,0.03,7101.7,276690929
2018.08.07,12:00:40,-0.01707971,7101.6,276690933
2018.08.07,12:00:49,0.34339442,7101.7,276690945
2018.08.07,12:00:49,0.04858793,7101.7,276690946
2018.08.07,12:00:49,0.11264909,7101.7,276690947
2018.08.07,12:00:49,0.004,7101.9,276690948
2018.08.07,12:00:49,0.00222659,7102.1,276690949
2018.08.07,12:00:49,0.04011271,7102.7,276690950
2018.08.07,12:00:49,-0.0059,7102.1,276690952
2018.08.07,12:00:50,0.04912107,7102.6,276690956
2018.08.07,12:00:50,0.45988729,7102.7,276690957
2018.08.07,12:00:50,0.01,7104.6,276690958
2018.08.07,12:00:50,0.79548721,7104.7,276690959
2018.08.07,12:00:50,0.00222659,7104.9,276690960
2018.08.07,12:00:50,0.00222659,7105,276690961
2018.08.07,12:00:50,0.00222659,7105.7,276690962
2018.08.07,12:00:50,0.35524499,7105.8,276690963
2018.08.07,12:00:57,0.005,7103.9,276690979
2018.08.07,12:01:00,0.01,7103.8,276690984
2018.08.07,12:01:02,-0.01002279,7103.6,276690992
2018.08.07,12:01:03,-0.35,7103.6,276690995
2018.08.07,12:01:04,0.01592548,7103.7,276691002
2018.08.07,12:01:06,-0.004,7102.5,276691011
2018.08.07,12:01:11,0.01,7102.6,276691015
2018.08.07,12:01:14,-0.42307452,7102.5,276691020
2018.08.07,12:01:14,-0.00399541,7102.3,276691021
2018.08.07,12:01:14,-6,7101.6,276691022
2018.08.07,12:01:14,-0.02816266,7101.6,276691023
2018.08.07,12:01:14,-2.776,7101.591231,276691025
2018.08.07,12:01:14,-0.074376,7101.5,276691026
2018.08.07,12:01:14,-0.1,7101.4,276691027
2018.08.07,12:01:15,0.04390618,7100.6,276691033
2018.08.07,12:01:15,0.05609382,7100.6,276691034
2018.08.07,12:01:16,0.005,7100.6,276691035
2018.08.07,12:01:17,0.3297437,7100.6,276691037
2018.08.07,12:01:50,-1,7100.5,276691106
2018.08.07,12:02:22,-0.04573449,7099.15651898,276691146
2018.08.07,12:02:26,-0.05,7099.15651898,276691151
2018.08.07,12:02:32,0.0173,7099.2,276691161
2018.08.07,12:02:34,0.015,7099.2,276691165
2018.08.07,12:02:36,-0.00823244,7099.15651898,276691174
2018.08.07,12:02:53,-0.1,7099.15651898,276691200
2018.08.07,12:02:54,-0.09176756,7099.15651898,276691206
2018.08.07,12:02:54,-0.51,7099.1056982,276691208
2018.08.07,12:02:54,-0.49704049,7099.1,276691209
2018.08.07,12:02:54,-1.89119195,7099.1,276691210
2018.08.07,12:03:00,-0.00320923,7099.1,276691235
2018.08.07,12:03:01,-0.002,7099.1,276691237
2018.08.07,12:03:38,0.0024,7099.2,276691303
2018.08.07,12:04:07,-0.0048,7099.1,276691351
2018.08.07,12:04:27,0.03176771,7099.2,276691389
2018.08.07,12:04:41,-0.05,7099.1,276691417
2018.08.07,12:04:41,-0.018746,7099.1,276691418
2018.08.07,12:04:41,-0.151254,7099.1,276691419
2018.08.07,12:04:42,-0.005,7099.1,276691420
2018.08.07,12:04:42,-0.085,7099.1,276691421
2018.08.07,12:04:48,-0.005,7099.1,276691428
2018.08.07,12:04:54,-0.01,7099.1,276691436
2018.08.07,12:05:02,-0.01,7099.1,276691449
2018.08.07,12:05:03,1.8629129,7099.2,276691452
2018.08.07,12:05:03,0.04152067,7099.2,276691453
2018.08.07,12:05:05,-0.00850296,7099.1,276691470
2018.08.07,12:05:09,0.00288004,7099.2,276691478
2018.08.07,12:05:11,-0.48554875,7099.1,276691486
2018.08.07,12:05:11,-0.02596583,7098.6,276691487
2018.08.07,12:05:11,-0.004933,7097.7,276691488
2018.08.07,12:05:11,-0.56538633,7097.5,276691489
2018.08.07,12:05:11,-0.01375946,7097,276691490
2018.08.07,12:05:11,-0.00292791,7096.3,276691491
2018.08.07,12:05:11,-0.60375,7096.3,276691492
2018.08.07,12:05:11,-0.00293037,7095.7,276691493
2018.08.07,12:05:11,-0.00459511,7095.7,276691494
2018.08.07,12:05:11,-1.5,7095.4464816,276691496
2018.08.07,12:05:11,-0.22769023,7095.3,276691497
2018.08.07,12:05:11,-0.31288381,7095.3,276691498
2018.08.07,12:05:11,-1.2496292,7094.9,276691499
2018.08.07,12:05:19,0.3,7096.9,276691514
2018.08.07,12:05:31,0.047073,7097.3,276691544
2018.08.07,12:05:33,-0.8,7096.8,276691551
2018.08.07,12:05:33,-2.5,7096.8,276691552
2018.08.07,12:05:33,-0.44,7096.8,276691553
2018.08.07,12:05:33,-0.1,7096.1,276691554
2018.08.07,12:05:33,-0.1,7095,276691555
2018.08.07,12:05:33,-1,7094.8,276691556
2018.08.07,12:05:33,-0.06,7094.8,276691557
2018.08.07,12:05:38,-0.514564,7095.9,276691573
2018.08.07,12:05:38,-0.12,7095.8,276691574
2018.08.07,12:05:38,-2.5,7095.5,276691575
2018.08.07,12:05:38,-1.865436,7095.5,276691576
2018.08.07,12:05:44,-0.01,7096.6,276691583
2018.08.07,12:05:44,-1.99,7096.5,276691584
2018.08.07,12:05:44,-0.01,7095.7,276691586
2018.08.07,12:05:47,0.03277948,7096.6,276691594
2018.08.07,12:05:48,0.12854163,7096.5,276691599
2018.08.07,12:05:48,0.24045837,7096.7,276691600
2018.08.07,12:05:51,-0.04,7095.8,276691604
2018.08.07,12:05:51,-0.035,7095.7,276691605
2018.08.07,12:06:00,0.05554308,7096.3,276691626
2018.08.07,12:06:00,-0.0028198,7095.9,276691627
2018.08.07,12:06:01,-0.0028186,7095.9,276691628
2018.08.07,12:06:09,-0.05,7097.3,276691646
2018.08.07,12:06:09,-0.00835706,7095.8,276691647
2018.08.07,12:06:13,-0.01,7095.9,276691658
2018.08.07,12:06:13,-0.03942289,7095.9,276691659
2018.08.07,12:06:14,-0.00695836,7095.8,276691665
2018.08.07,12:06:27,-0.1515,7098.4,276691686
2018.08.07,12:06:29,-0.05257686,7098.4,276691696
2018.08.07,12:06:29,-0.00553291,7096.4,276691697
2018.08.07,12:06:29,-0.09174063,7096.4,276691698
2018.08.07,12:06:31,0.04472004,7097.6,276691706
2018.08.07,12:06:31,0.19972516,7098.8,276691707
2018.08.07,12:06:32,0.004,7098.7,276691708
2018.08.07,12:06:32,0.07248544,7099.7,276691709
2018.08.07,12:06:42,0.02751456,7099.7,276691751
2018.08.07,12:06:42,0.01349034,7099.9,276691752
2018.08.07,12:06:43,-0.005,7097,276691753
2018.08.07,12:06:53,-0.02,7097.3,276691766
2018.08.07,12:06:53,-0.18,7097.2,276691767
2018.08.07,12:07:09,-0.00399735,7096.8,276691792
2018.08.07,12:07:09,-0.01,7096.8,276691793
2018.08.07,12:07:09,-0.01100265,7096.6,276691794
2018.08.07,12:07:10,-0.025,7096.7,276691800
2018.08.07,12:07:14,0.055,7097.3,276691808
2018.08.07,12:08:00,-0.3,7096.4,276691963
2018.08.07,12:08:16,0.00933545,7096.5,276691986
2018.08.07,12:08:22,-0.8,7096.4,276691991
2018.08.07,12:08:22,-0.5,7095,276691992
2018.08.07,12:08:22,-0.94,7094.8,276691993
2018.08.07,12:08:22,-0.3,7094.3,276691994
2018.08.07,12:08:22,-1.43886445,7094,276691995
2018.08.07,12:08:25,-0.06,7094.5,276692002
2018.08.07,12:08:29,0.205427,7095.4,276692006
2018.08.07,12:08:32,0.049748,7094.8,276692018
2018.08.07,12:08:37,0.02039666,7094.28709492,276692046
2018.08.07,12:08:41,0.00209602,7094.28709492,276692074
2018.08.07,12:08:43,0.01628631,7094.3,276692081
2018.08.07,12:08:47,0.03850069,7094.28709492,276692098
2018.08.07,12:09:11,0.06383327,7095.1,276692128
2018.08.07,12:09:11,0.03368195,7095.1,276692129
2018.08.07,12:09:14,-0.05,7095.9,276692131
2018.08.07,12:09:19,0.00325557,7096.60586828,276692138
2018.08.07,12:09:42,0.00408478,7096.60586828,276692170
2018.08.07,12:10:18,-0.01262302,7096.6,276692221
2018.08.07,12:10:19,-0.045,7096.6,276692224
2018.08.07,12:10:34,-0.061034,7096.6,276692314
2018.08.07,12:10:51,-0.05,7096.6,276692343
2018.08.07,12:10:56,-0.005,7096.9,276692357
2018.08.07,12:10:58,0.004,7099.1,276692371
2018.08.07,12:10:58,0.00726873,7099.4,276692372
2018.08.07,12:11:01,0.01,7099.1,276692383
2018.08.07,12:11:02,0.002,7099.1,276692385
2018.08.07,12:11:03,0.002,7099.1,276692393
2018.08.07,12:11:11,0.00326535,7098.9,276692439
2018.08.07,12:11:11,0.00673465,7099,276692440
2018.08.07,12:11:27,-0.05,7098.5,276692502
2018.08.07,12:11:51,0.003,7098.6,276692548
2018.08.07,12:12:31,-0.07019228,7098.5,276692697
2018.08.07,12:12:31,-0.07019228,7098.5,276692698
2018.08.07,12:12:31,-0.07019228,7098.5,276692700
2018.08.07,12:12:37,-0.01607408,7098.5,276692722
2018.08.07,12:12:38,0.002,7098.6,276692725
2018.08.07,12:12:38,-0.0702468,7098.5,276692730
2018.08.07,12:12:38,-0.0702468,7098.5,276692743
2018.08.07,12:12:38,-0.0702468,7098.5,276692744
2018.08.07,12:12:38,-0.0702468,7098.5,276692748
2018.08.07,12:12:41,-0.07014699,7098.5,276692782
