Date,Time,Open,High,Low,Close,Volume
2018.02.07,01:15,7813,7930.2,7937,7809,1208.51694906
2018.02.07,01:30,7928.1,7867.3,7967.2,7844.5,1398.17969648
2018.02.07,01:45,7867,7930.7,7958,7832,1038.61600335
2018.02.07,02:00,7934.6,8024.9,8027.5,7838.3,1215.48140009
2018.02.07,02:15,8025,8107.8,8150,7998.2,2418.18464378
2018.02.07,02:30,8110.2,8127.8,8150,8051,1259.99225548
2018.02.07,02:45,8127.8,8143,8188.9,8081,1166.58285124
2018.02.07,03:00,8143,8071.2,8238.8,8061,1526.40209835
2018.02.07,03:15,8094,7967.8,8156.6,7956,1802.60022885
2018.02.07,03:30,7963.5,8116,8170,7963.5,956.31290716
2018.02.07,03:45,8116.1,8151.7,8244,8115.1,1333.3591094
2018.02.07,04:00,8152.8,8126,8152.8,8023.6,1040.07106811
2018.02.07,04:15,8126,8102,8164.1,8069,983.44498305
2018.02.07,04:30,8107,8180.7,8230,8106,976.45027024
2018.02.07,04:45,8180.6,8300.1,8361,8142,1924.31433514
2018.02.07,05:00,8300,8354.3,8394,8300,1379.42380826
2018.02.07,05:15,8354.2,8438.3,8488.9,8345.1,1574.76116876
2018.02.07,05:30,8438.3,8378,8455.89505853,8302,2302.90033347
2018.02.07,05:45,8378,8225.2,8430,8218.2,1129.13238274
2018.02.07,06:00,8225.1,8304,8360,8202,1411.80433086
2018.02.07,06:15,8302.1,8135.2,8313,8125,1185.24231423
2018.02.07,06:30,8133.2,8129.8,8200,8100,1144.05988381
2018.02.07,06:45,8130,8210.8,8233,8118,853.20516568
2018.02.07,07:00,8217.7,8222,8323.9,8200.68666096,1209.20221763
2018.02.07,07:15,8222.6,8193.5,8272.9,8150,758.17508455
2018.02.07,07:30,8185.1,8104.5,8191.4,8040,1206.42493707
2018.02.07,07:45,8100,8159.9,8160,8065.61859193,512.70296331
2018.02.07,08:00,8160,8142.2,8247.1,8102.1,876.91522135
2018.02.07,08:15,8139.6,8076.6,8139.6,8038.9,646.66553935
2018.02.07,08:30,8075,8017.5,8076,7951,2015.88156065
2018.02.07,08:45,8018,7993.9,8098.8,7965.1,847.01138985
2018.02.07,09:00,7989.2,8104.9,8135,7989.2,712.04391894
2018.02.07,09:15,8107.1,8174.67141629,8235,8107.1,1110.78039539
2018.02.07,09:30,8176.4,8310,8339,8155,1431.67192006
2018.02.07,09:45,8309.9,8318.9,8328.9,8263.6,639.77592228
2018.02.07,10:00,8318.6,8355,8429,8318.5,1292.65764949
2018.02.07,10:15,8364,8317.8,8374.8,8263,728.62142692
2018.02.07,10:30,8317.7,8270,8333.2,8209,643.32184448
2018.02.07,10:45,8270,8216.1,8325,8206.8554411,797.87379445
2018.02.07,11:00,8215.3,8226,8234,8118.7,828.08867196
2018.02.07,11:15,8228.4,8210.1,8228.5,8142,346.71938338
2018.02.07,11:30,8210.3,8068.7,8213.4,8062.4,672.40998326
2018.02.07,11:45,8064.19908399,8138.9,8149.9,8035.6,677.47075122
2018.02.07,12:00,8138.9,8102,8145,8055,700.21419164
2018.02.07,12:15,8102,7980.5,8103,7975.1,1028.95452238
2018.02.07,12:30,7976,8120,8133.6,7902.4,1585.24448425
2018.02.07,12:45,8119.4,8152.6,8232.6,8117.9,843.8627844
2018.02.07,13:00,8153,8226.3,8279,8140,577.51511387
2018.02.07,13:15,8226.3,8083.1,8226.6,8080,427.59671491
2018.02.07,13:30,8083.1,8050.1,8150,8031.1,503.26060369
2018.02.07,13:45,8050.1,8090,8150,8050,381.40018021
2018.02.07,14:00,8090,7999.1,8090.1,7999,600.8713225
2018.02.07,14:15,7999.1,7883,8070,7875,1521.70626247
2018.02.07,14:30,7876.1,7851.1,7930.6,7811,2111.06190615
2018.02.07,14:45,7851.1,7835.1,7888.91969274,7768.5,1365.82258024
2018.02.07,15:00,7836,7670.8,7851,7659,2030.63871312
2018.02.07,15:15,7676.63435153,7647.7,7773.9,7600.2,2688.89383556
2018.02.07,15:30,7647,7589.539267,7700,7561,1440.33251136
2018.02.07,15:45,7585.8,7586.9,7670,7535,1954.65674301
2018.02.07,16:00,7585,7662.9,7726.7,7581.7,1264.19016769
2018.02.07,16:15,7661.9,7800,7825.7,7655.5,1213.45402026
2018.02.07,16:30,7800,7744.2,7800.9,7679.4,2215.63960074
2018.02.07,16:45,7742,7713.1,7791,7703,485.37903658
2018.02.07,17:00,7713.1,7640,7713.1,7565,929.2050868
2018.02.07,17:15,7640,7787.2,7799.8,7637,923.57762925
2018.02.07,17:30,7787,7895.6,7938,7787,1367.79293087
2018.02.07,17:45,7893.4,7879.4,7929.6,7848.02356985,685.4540896
2018.02.07,18:00,7879.4,8070.3,8070.3,7879.3,1036.99367489
2018.02.07,18:15,8070.3,7973.1,8088.63245765,7972,531.62472642
2018.02.07,18:30,7972.8,8089,8090,7930.8,496.29759678
2018.02.07,18:45,8090,8037.9,8140,8031.79474589,637.55412292
2018.02.07,19:00,8037.9,7882.1,8115.2,7878.2,858.69734348
2018.02.07,19:15,7881,7948.9,8029.7,7881,679.16394457
2018.02.07,19:30,7948.9,8073.5,8095,7941.32089369,383.33984624
2018.02.07,19:45,8072,7978.7,8117,7968,489.12076778
2018.02.07,20:00,7978.5,8129.8,8150,7941.6,623.17376793
2018.02.07,20:15,8124.3,8232.1,8232.1,8123,872.02999407
2018.02.07,20:30,8233,8187,8250,8160.19644327,558.11242934
2018.02.07,20:45,8187,8163.9,8200,8156.6,290.39137802
2018.02.07,21:00,8161,8182,8233.7,8158.4,326.50663599
2018.02.07,21:15,8182,8084.2,8182.9,8040,1060.54699759
2018.02.07,21:30,8089.5,8064.6,8129.1,8064.6,334.6164846
2018.02.07,21:45,8060,7985.1,8064.9,7985,793.46626544
2018.02.07,22:00,7985.1,7988.9,8024,7923.8,623.19803871
2018.02.07,22:15,7989.4,7919,8050,7917,530.92309629
2018.02.07,22:30,7919.1,7905.1,7935,7890,601.43187494
2018.02.07,22:45,7909,8012.4,8050,7909,551.07122377
2018.02.07,23:00,8012.4,8152.2,8219,7987,1425.20325893
2018.02.07,23:15,8152.2,8106,8152.4,8065,437.80017156
2018.02.07,23:30,8106.8,8183.2,8194,8089.2,407.45278448
