Date,Time,Open,High,Low,Close,Volume
2018.02.25,09:20,1.7837,1.78,1.7837,1.78,6141.93330817
2018.02.25,09:21,1.7798,1.775,1.7798,1.775,2413.33857489
2018.02.25,09:22,1.7751,1.7715,1.7751,1.7663,3956.03781109
2018.02.25,09:23,1.7716,1.7792,1.7792,1.7715,10278.17045507
2018.02.25,09:24,1.7791,1.7721,1.7791,1.7721,805.20093266
2018.02.25,09:25,1.7767,1.7777,1.7783,1.7767,127.50492209
2018.02.25,09:26,1.7777,1.7777,1.7777,1.7777,28.12623036
2018.02.25,09:27,1.7782,1.7721,1.7782,1.7721,1501.44063878
2018.02.25,09:28,1.772,1.7735,1.775,1.7663,8359.22808423
2018.02.25,09:29,1.773,1.7785,1.7819,1.773,14761.41449328
2018.02.25,09:30,1.7791,1.78,1.7808,1.7791,992.3911211
2018.02.25,09:31,1.7792,1.7786,1.7792,1.7786,1511.81752329
2018.02.25,09:32,1.7792,1.78,1.78,1.7786,218.81886381
2018.02.25,09:33,1.7792,1.7787,1.78,1.7786,400.35955056
2018.02.25,09:34,1.7819,1.78,1.7865,1.78,22761.60859652
2018.02.25,09:35,1.782,1.7803,1.7833,1.7803,1318.47492439
2018.02.25,09:36,1.781,1.782,1.782,1.78033806,1439.80618131
2018.02.25,09:37,1.7822,1.7804,1.7824,1.7804,657.62770844
2018.02.25,09:38,1.7805,1.7806,1.7811,1.7804,304.73992644
2018.02.25,09:39,1.7811,1.7807,1.7811,1.7806,1835.48451681
2018.02.25,09:40,1.7807,1.7808,1.7823,1.78,3100.66047597
2018.02.25,09:41,1.78,1.7821,1.7862,1.78,10059.55815717
2018.02.25,09:42,1.7853,1.7839,1.7853,1.7839,2518.68716269
2018.02.25,09:43,1.7847,1.7826,1.7848,1.7826,382.0510953
2018.02.25,09:44,1.7824,1.7832,1.7832,1.7744,12981.13515754
2018.02.25,09:45,1.7803,1.7838,1.7838,1.7787,858.9502
2018.02.25,09:46,1.783,1.7821,1.7854,1.782,3068.03521245
2018.02.25,09:47,1.7803,1.7808,1.7808,1.7768,1130.94020627
2018.02.25,09:48,1.7784,1.7787,1.7789,1.7784,2760.266
2018.02.25,09:49,1.7801,1.775,1.7801,1.7744,5444.07755178
2018.02.25,09:50,1.7744,1.77,1.7746,1.77,9118.51231443
2018.02.25,09:51,1.7696,1.77,1.77,1.7696,1030.06297372
2018.02.25,09:52,1.7697,1.7638,1.7698,1.7626,6624.3716766
2018.02.25,09:53,1.7638,1.76,1.7658,1.76,4313.523214
2018.02.25,09:54,1.7626,1.7633,1.7642,1.7626,4520
2018.02.25,09:55,1.7632,1.7633,1.7633,1.7624,2230.42369421
2018.02.25,09:56,1.764,1.762,1.764,1.762,389.426
2018.02.25,09:57,1.7643,1.763,1.7661,1.762,12828.79319354
2018.02.25,09:58,1.762,1.7621,1.763,1.762,2638.66733895
2018.02.25,09:59,1.7623,1.7611,1.7623,1.7611,2282.27430715
2018.02.25,10:00,1.7611,1.759,1.7629,1.755,8379.4574991
2018.02.25,10:01,1.7589,1.7519,1.7589,1.751,14166.7165241
2018.02.25,10:02,1.7529,1.759,1.759,1.7514,8122.12717111
2018.02.25,10:03,1.7573,1.7546,1.7593,1.7543,3715.16953074
2018.02.25,10:04,1.7546,1.7565,1.7565,1.7546,323.19403789
2018.02.25,10:05,1.7541,1.7576,1.7576,1.7538,3977.14272094
2018.02.25,10:06,1.7576,1.7588,1.759,1.7573,2172.95386382
2018.02.25,10:07,1.7588,1.7573,1.7588,1.753,3267.5947419
2018.02.25,10:08,1.7587,1.755,1.7589,1.755,2852.7562846
2018.02.25,10:09,1.755,1.755,1.755,1.755,598.49653621
2018.02.25,10:10,1.755,1.7572,1.7572,1.755,663.96011396
2018.02.25,10:11,1.7572,1.7538,1.7572,1.7522,1173.33311585
2018.02.25,10:12,1.7554,1.755,1.7554,1.755,693
2018.02.25,10:13,1.7554,1.7554,1.7554,1.7554,123.93414606
2018.02.25,10:14,1.7554,1.7589,1.7589,1.7554,1770.92865114
2018.02.25,10:15,1.7586,1.7586,1.7586,1.7586,555.05561149
2018.02.25,10:16,1.7588,1.763,1.7643,1.7588,8251.93450125
2018.02.25,10:17,1.7626,1.7653,1.767,1.7616,7645.49301254
2018.02.25,10:18,1.7653,1.7653,1.7657,1.7653,423.57168622
2018.02.25,10:19,1.7659,1.7653,1.7659,1.7653,8716.50821057
2018.02.25,10:20,1.7653,1.7695,1.76951534,1.7653,1990.38164424
2018.02.25,10:21,1.76951534,1.7734,1.7734,1.76951534,7288.77413697
2018.02.25,10:22,1.7746,1.7709,1.7746,1.7696,1746.04504686
2018.02.25,10:23,1.7701,1.7672,1.7708,1.7672,535.29732884
2018.02.25,10:24,1.7672,1.7732,1.7762,1.7672,2192.90145707
2018.02.25,10:25,1.7732,1.7714,1.7732,1.7714,132.79043537
2018.02.25,10:26,1.7714,1.7692,1.7714,1.7692,1458.21258225
2018.02.25,10:27,1.7692,1.7653,1.7693,1.7653,1178.4638626
2018.02.25,10:28,1.7663,1.7664407,1.7679,1.7663,162.21181931
2018.02.25,10:29,1.7664,1.7653,1.7679,1.7653,2079.81450637
2018.02.25,10:30,1.7653,1.7643,1.7653,1.7612,9772.97304317
2018.02.25,10:31,1.7631,1.76,1.7643,1.76,9972.79233166
2018.02.25,10:32,1.76,1.76,1.7607,1.76,9368.00936662
2018.02.25,10:33,1.76,1.7597,1.76,1.7597,26239.07049068
2018.02.25,10:34,1.7596,1.755,1.7596,1.755,1899.80695408
2018.02.25,10:35,1.75500305,1.7591,1.761,1.75500305,3071.9869179
2018.02.25,10:36,1.7577,1.7582,1.7582,1.7577,3653.94463526
2018.02.25,10:37,1.7582,1.7642,1.772,1.7582,10970.84145467
2018.02.25,10:38,1.7636,1.7647,1.7668,1.7636,1457.3490943
2018.02.25,10:39,1.7678,1.7732,1.7766,1.7663,7542.46090678
2018.02.25,10:40,1.7734,1.7732,1.7789,1.7732,3896.48306284
2018.02.25,10:41,1.7732,1.77,1.7732,1.7683,3460.72823986
2018.02.25,10:42,1.7714,1.7714,1.77726343,1.7705,3737.09227498
2018.02.25,10:43,1.7706,1.78,1.78,1.7706,5460.77696786
2018.02.25,10:44,1.7803,1.79,1.792,1.7803,19442.53287042
2018.02.25,10:45,1.79,1.7843,1.79,1.7839,3419.39679067
2018.02.25,10:46,1.7845,1.7808,1.7887,1.7808,13514.44620477
2018.02.25,10:47,1.7803,1.78,1.7807,1.7785,4163.20308425
2018.02.25,10:48,1.78,1.7801,1.7807,1.7785,4425.78888687
2018.02.25,10:49,1.7791,1.7813,1.7835,1.7778,10515.66784804
2018.02.25,10:50,1.7839,1.785,1.7852,1.782,6180.03739379
2018.02.25,10:51,1.7854,1.7886,1.7917,1.785,26820.67766399
2018.02.25,10:52,1.79,1.791,1.7936,1.789,4987.0714288
2018.02.25,10:53,1.7909,1.7948,1.795,1.7909,21170.8047693
2018.02.25,10:54,1.7928,1.7938,1.7988,1.792,18907.9258862
2018.02.25,10:55,1.793,1.7909,1.793,1.7909,3585.77271338
2018.02.25,10:56,1.7909,1.7893,1.7909,1.7893,622.38251257
2018.02.25,10:57,1.7892,1.7886,1.7892,1.7886,2135.20552197
2018.02.25,10:58,1.7875,1.7867,1.7875,1.7867,3087.23382181
2018.02.25,10:59,1.7872,1.7875,1.7908,1.7862,5864.10799169
2018.02.25,11:00,1.7873,1.7906,1.7906,1.787,11687.72403152
2018.02.25,11:01,1.7879,1.7858,1.7879,1.7857,5493.13522958
2018.02.25,11:02,1.7857,1.783,1.7857,1.7816,7132.39428603
2018.02.25,11:03,1.7837,1.785,1.785,1.78,7687.17197184
2018.02.25,11:04,1.7851,1.785,1.7851,1.785,3798.37641242
2018.02.25,11:05,1.785,1.778,1.785,1.778,5157.71859733
2018.02.25,11:06,1.778,1.778,1.778,1.778,4595.5879
2018.02.25,11:07,1.7768,1.7713,1.7768,1.7713,4846.16958321
2018.02.25,11:08,1.7701,1.764,1.7701,1.764,7786.09324737
2018.02.25,11:09,1.7629,1.7654,1.7687,1.762,18629.19917833
2018.02.25,11:10,1.7661,1.7696,1.7709,1.7658,7425.59370163
2018.02.25,11:11,1.7714,1.7755,1.7787,1.7701,5574.64953475
2018.02.25,11:12,1.7784,1.7818,1.7824,1.7784,2625.83451343
2018.02.25,11:13,1.7817,1.7768,1.7817,1.7768,1351.25284344
2018.02.25,11:14,1.7757,1.7766,1.7766,1.7755,133.718
2018.02.25,11:15,1.7766,1.7749,1.7766,1.7715,1095.65051043
2018.02.25,11:16,1.7767,1.7777,1.7777,1.7767,503.20685901
2018.02.25,11:17,1.7777,1.7785,1.7785,1.7777,36
2018.02.25,11:18,1.7802,1.785,1.789,1.7802,7256.69528045
2018.02.25,11:19,1.7833,1.7882,1.7882,1.7821,5407.34108178
2018.02.25,11:20,1.7885,1.79,1.79,1.785,3294.18932086
2018.02.25,11:21,1.7899,1.7875,1.79,1.7855,5172.5902751
2018.02.25,11:22,1.7864,1.7857,1.7875,1.7857,3358.78661049
2018.02.25,11:23,1.7854,1.79,1.7919,1.7842,4000.98029057
2018.02.25,11:24,1.79,1.7905,1.7982,1.79,8166.05071551
2018.02.25,11:25,1.7906,1.79,1.7943,1.79,3296.13319536
2018.02.25,11:26,1.79,1.7862,1.79,1.7862,1624.72236051
2018.02.25,11:27,1.7862,1.7856,1.7862,1.7855,2179.36735617
2018.02.25,11:28,1.7839,1.7874,1.7874,1.7822,4602.69559486
2018.02.25,11:29,1.7874,1.7875,1.7884,1.7874,3237.19209194
2018.02.25,11:30,1.7875,1.7817,1.7875,1.7816,7436.74911553
2018.02.25,11:31,1.7816,1.7795,1.7816,1.7795,11908.50351335
2018.02.25,11:32,1.7794,1.7714,1.7794,1.7714,13207.42380713
2018.02.25,11:33,1.7714,1.7695,1.7717,1.7695,4652.64798733
2018.02.25,11:34,1.7695,1.769,1.7695,1.7652,29457.55876726
2018.02.25,11:35,1.7696,1.7671,1.7782,1.7671,24934.70866924
2018.02.25,11:36,1.7671,1.767,1.7696,1.767,24538.99118394
2018.02.25,11:37,1.7682,1.78,1.7808,1.7669,37838.28792443
2018.02.25,11:38,1.7785,1.7767,1.7785,1.775,5078.55963032
2018.02.25,11:39,1.7758,1.7728,1.7758,1.7727,3778.40648309
2018.02.25,11:40,1.7728,1.7697,1.7749,1.7697,4006.49218613
2018.02.25,11:41,1.7692,1.7673,1.7696,1.7673,6174.9135864
2018.02.25,11:42,1.7679,1.784,1.789,1.7679,25081.00535836
